DATE ADDED TO CATALOG,PUBMEDID,FIRST AUTHOR,DATE,JOURNAL,LINK,STUDY,DISEASE/TRAIT,INITIAL SAMPLE SIZE,REPLICATION SAMPLE SIZE,REGION,CHR_ID,CHR_POS,REPORTED GENE(S),MAPPED_GENE,UPSTREAM_GENE_ID,DOWNSTREAM_GENE_ID,SNP_GENE_IDS,UPSTREAM_GENE_DISTANCE,DOWNSTREAM_GENE_DISTANCE,STRONGEST SNP-RISK ALLELE,SNPS,MERGED,SNP_ID_CURRENT,CONTEXT,INTERGENIC,RISK ALLELE FREQUENCY,P-VALUE,PVALUE_MLOG,P-VALUE (TEXT),OR or BETA,95% CI (TEXT),PLATFORM [SNPS PASSING QC],CNV,MAPPED_TRAIT,MAPPED_TRAIT_URI,STUDY ACCESSION,GENOTYPING TECHNOLOGY
2017-12-11,22885922,Morris AP,2012-09-01,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/22885922,Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.,Type 2 diabetes,"6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls","12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls",16q12.2,16,53785257.0,FTO,FTO,,,ENSG00000140718,,,rs9936385-C,rs9936385,0,9936385.0,intron_variant,0,0.408448080917121,3e-23,22.522878745280337,,1.13,[1.10-1.16],"Affymetrix, Illumina [up to 2500000] (imputed)",N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST005047,Genome-wide genotyping array
2017-12-11,22885922,Morris AP,2012-09-01,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/22885922,Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.,Type 2 diabetes,"6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls","12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls",16q23.1,16,75213347.0,BCAR1,CTRB2 - CTRB1,ENSG00000168928,ENSG00000168925,,6186.0,5653.0,rs7202877-T,rs7202877,0,7202877.0,intergenic_variant,1,0.890915967077822,4e-08,7.397940008672037,,1.12,[1.07-1.16],"Affymetrix, Illumina [up to 2500000] (imputed)",N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST005047,Genome-wide genotyping array
2017-12-11,22885922,Morris AP,2012-09-01,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/22885922,Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.,Type 2 diabetes,"6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls","12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls",17q12,17,37742390.0,HNF1B,"HNF1B, HNF1B",,,"ENSG00000276194, ENSG00000275410",,,rs11651052-A,rs11651052,0,11651052.0,intron_variant,0,0.444815275802543,2.0000000000000002e-11,10.69897000433602,,1.1,[1.07-1.14],"Affymetrix, Illumina [up to 2500000] (imputed)",N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST005047,Genome-wide genotyping array
2017-12-11,22885922,Morris AP,2012-09-01,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/22885922,Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.,Type 2 diabetes,"6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls","12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls",18q21.32,18,60381959.0,MC4R,AC091576.1,,,ENSG00000285681,,,rs11873305-A,rs11873305,0,11873305.0,intron_variant,0,0.959771168150773,4e-07,6.3979400086720375,,1.18,[1.11-1.26],"Affymetrix, Illumina [up to 2500000] (imputed)",N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST005047,Genome-wide genotyping array
2017-12-11,22885922,Morris AP,2012-09-01,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/22885922,Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.,Type 2 diabetes,"6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls","12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls",19q13.32,19,45655255.0,GIPR,RN7SL836P - GIPR,ENSG00000241226,ENSG00000010310,,3450.0,12966.0,rs8108269-G,rs8108269,0,8108269.0,intergenic_variant,1,0.31074111685129,4e-07,6.3979400086720375,,1.07,[1.04-1.10],"Affymetrix, Illumina [up to 2500000] (imputed)",N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST005047,Genome-wide genotyping array
2017-12-11,22885922,Morris AP,2012-09-01,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/22885922,Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.,Type 2 diabetes,"6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls","12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls",19p13.11,19,19296909.0,CILP2,SUGP1,,,ENSG00000105705,,,rs10401969-C,rs10401969,0,10401969.0,intron_variant,0,0.080536977769365,7e-09,8.154901959985743,,1.13,[1.09-1.18],"Affymetrix, Illumina [up to 2500000] (imputed)",N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST005047,Genome-wide genotyping array
2017-12-11,22885922,Morris AP,2012-09-01,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/22885922,Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.,Type 2 diabetes,"6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls","12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls",18q21.32,18,60217517.0,MC4R,AC090771.1 - AC090621.1,ENSG00000267620,ENSG00000267401,,19345.0,76634.0,rs12970134-A,rs12970134,0,12970134.0,intergenic_variant,1,0.270057407439791,1e-08,8.0,,1.08,[1.05-1.11],"Affymetrix, Illumina [up to 2500000] (imputed)",N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST005047,Genome-wide genotyping array
2017-12-11,22885922,Morris AP,2012-09-01,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/22885922,Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.,Type 2 diabetes,"6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls","12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls",11p15.5,11,2670270.0,KCNQ1,"KCNQ1, KCNQ1, KCNQ1OT1",,,"ENSG00000282076, ENSG00000053918, ENSG00000269821",,,rs231361-A,rs231361,0,231361.0,non_coding_transcript_exon_variant,0,0.285885252458384,1e-09,9.0,,1.09,[1.06-1.12],"Affymetrix, Illumina [up to 2500000] (imputed)",N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST005047,Genome-wide genotyping array
2017-12-11,22885922,Morris AP,2012-09-01,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/22885922,Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.,Type 2 diabetes,"6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls","12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls",11p15.1,11,17387083.0,KCNJ11,KCNJ11,,,ENSG00000187486,,,rs5215-C,rs5215,0,5215.0,missense_variant,0,0.407702923283646,9e-10,9.045757490560677,,1.07,[1.05-1.10],"Affymetrix, Illumina [up to 2500000] (imputed)",N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST005047,Genome-wide genotyping array
2017-12-11,22885922,Morris AP,2012-09-01,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/22885922,Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.,Type 2 diabetes,"6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls","12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls",11q13.4,11,72722053.0,ARAP1,ARAP1,,,ENSG00000186635,,,rs1552224-A,rs1552224,0,1552224.0,5_prime_UTR_variant,0,0.81360202878336,2e-10,9.69897000433602,,1.11,[1.07-1.14],"Affymetrix, Illumina [up to 2500000] (imputed)",N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST005047,Genome-wide genotyping array
2017-12-11,22885922,Morris AP,2012-09-01,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/22885922,Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.,Type 2 diabetes,"6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls","12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls",11q14.3,11,92975544.0,MTNR1B,MTNR1B,,,ENSG00000134640,,,rs10830963-G,rs10830963,0,10830963.0,intron_variant,0,0.306095573006719,5e-13,12.301029995663981,,1.1,[1.07-1.13],"Affymetrix, Illumina [up to 2500000] (imputed)",N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST005047,Genome-wide genotyping array
2017-12-11,22885922,Morris AP,2012-09-01,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/22885922,Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.,Type 2 diabetes,"6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls","12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls",12p13.32,12,4265207.0,CCND2,CCND2-AS1,,,ENSG00000255920,,,rs11063069-G,rs11063069,0,11063069.0,intron_variant,0,0.214449806025106,3e-07,6.522878745280337,,1.08,[1.05-1.11],"Affymetrix, Illumina [up to 2500000] (imputed)",N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST005047,Genome-wide genotyping array
2017-12-11,22885922,Morris AP,2012-09-01,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/22885922,Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.,Type 2 diabetes,"6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls","12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls",12p11.22,12,27812217.0,KLHDC5,RN7SKP15 - RF02271,ENSG00000201612,ENSG00000277413,,5827.0,11990.0,rs10842994-C,rs10842994,0,10842994.0,intergenic_variant,1,0.80113799137792,6e-10,9.221848749616356,,1.1,[1.06-1.13],"Affymetrix, Illumina [up to 2500000] (imputed)",N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST005047,Genome-wide genotyping array
2017-12-11,22885922,Morris AP,2012-09-01,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/22885922,Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.,Type 2 diabetes,"6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls","12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls",12q14.3,12,65818538.0,HMGA2,RPSAP52,,,ENSG00000241749,,,rs2261181-T,rs2261181,0,2261181.0,intron_variant,0,0.100953558127083,1e-09,9.0,,1.13,[1.08-1.17],"Affymetrix, Illumina [up to 2500000] (imputed)",N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST005047,Genome-wide genotyping array
2017-12-11,22885922,Morris AP,2012-09-01,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/22885922,Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.,Type 2 diabetes,"6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls","12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls",12q15,12,71039513.0,"TSPAN8, LGR5",AC025575.1,,,ENSG00000257454,,,rs7955901-C,rs7955901,0,7955901.0,intron_variant,0,0.446519035882972,7e-09,8.154901959985743,,1.07,[1.05-1.10],"Affymetrix, Illumina [up to 2500000] (imputed)",N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST005047,Genome-wide genotyping array
2017-12-11,22885922,Morris AP,2012-09-01,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/22885922,Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.,Type 2 diabetes,"6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls","12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls",12q24.31,12,120989098.0,HNF1A,HNF1A,,,ENSG00000135100,,,rs12427353-G,rs12427353,0,12427353.0,intron_variant,0,0.794085916842299,7e-08,7.154901959985742,,1.08,[1.05-1.12],"Affymetrix, Illumina [up to 2500000] (imputed)",N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST005047,Genome-wide genotyping array
2017-12-11,22885922,Morris AP,2012-09-01,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/22885922,Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.,Type 2 diabetes,"6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls","12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls",13q31.1,13,80143021.0,SPRY2,AL137781.1 - SPRY2,ENSG00000285684,ENSG00000136158,,8653.0,192955.0,rs1359790-G,rs1359790,0,1359790.0,intergenic_variant,1,0.718542080796193,1e-08,8.0,,1.08,[1.05-1.10],"Affymetrix, Illumina [up to 2500000] (imputed)",N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST005047,Genome-wide genotyping array
2017-12-11,22885922,Morris AP,2012-09-01,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/22885922,Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.,Type 2 diabetes,"6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls","12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls",8p11.21,8,41661730.0,ANK1,"ANK1, AC113133.1",,,"ENSG00000029534, ENSG00000253389",,,rs516946-C,rs516946,0,516946.0,non_coding_transcript_exon_variant,0,NR,8.000000000000001e-11,10.096910013008056,(men),1.12,[1.08-1.16],"Affymetrix, Illumina [up to 2500000] (imputed)",N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST005047,Genome-wide genotyping array
2017-12-11,22885922,Morris AP,2012-09-01,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/22885922,Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.,Type 2 diabetes,"6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls","12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls",5q13.3,5,77131486.0,ZBED3,"AC008581.2, AC022414.1, ZBED3-AS1",,,"ENSG00000285000, ENSG00000284762, ENSG00000250802",,,rs6878122-G,rs6878122,0,6878122.0,intron_variant,0,NR,3e-10,9.522878745280336,(men),1.12,[1.08-1.15],"Affymetrix, Illumina [up to 2500000] (imputed)",N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST005047,Genome-wide genotyping array
2017-12-11,22885922,Morris AP,2012-09-01,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/22885922,Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.,Type 2 diabetes,"6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls","12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls",11q14.3,11,92975544.0,MTNR1B,MTNR1B,,,ENSG00000134640,,,rs10830963-G,rs10830963,0,10830963.0,intron_variant,0,NR,3e-10,9.522878745280336,(men),1.11,[1.07-1.14],"Affymetrix, Illumina [up to 2500000] (imputed)",N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST005047,Genome-wide genotyping array
2017-12-11,22885922,Morris AP,2012-09-01,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/22885922,Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.,Type 2 diabetes,"6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls","12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls",2p21,2,43478147.0,THADA,THADA,,,ENSG00000115970,,,rs13405158-T,rs13405158,0,13405158.0,intron_variant,0,NR,5e-10,9.30102999566398,(men),1.16,[1.11-1.22],"Affymetrix, Illumina [up to 2500000] (imputed)",N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST005047,Genome-wide genotyping array
2017-12-11,22885922,Morris AP,2012-09-01,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/22885922,Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.,Type 2 diabetes,"6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls","12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls",2p16.1,2,60341610.0,BCL11A,AC007381.1,,,,,,rs243088-T,rs243088,0,243088.0,non_coding_transcript_exon_variant,0,NR,7.000000000000001e-10,9.154901959985743,(men),1.1,[1.06-1.13],"Affymetrix, Illumina [up to 2500000] (imputed)",N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST005047,Genome-wide genotyping array
2017-12-11,22885922,Morris AP,2012-09-01,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/22885922,Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.,Type 2 diabetes,"6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls","12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls",12p13.32,12,4265207.0,CCND2,CCND2-AS1,,,ENSG00000255920,,,rs11063069-G,rs11063069,0,11063069.0,intron_variant,0,NR,1e-09,9.0,(men),1.12,[1.08-1.16],"Affymetrix, Illumina [up to 2500000] (imputed)",N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST005047,Genome-wide genotyping array
2017-12-11,22885922,Morris AP,2012-09-01,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/22885922,Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.,Type 2 diabetes,"6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls","12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls",9q21.32,9,81694033.0,TLE1,AL591368.1,,,ENSG00000233926,,,rs2796441-G,rs2796441,0,2796441.0,intron_variant,0,NR,5e-09,8.301029995663981,(men),1.09,[1.06-1.13],"Affymetrix, Illumina [up to 2500000] (imputed)",N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST005047,Genome-wide genotyping array
2017-12-11,22885922,Morris AP,2012-09-01,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/22885922,Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.,Type 2 diabetes,"6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls","12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls",11q13.4,11,72722053.0,ARAP1,ARAP1,,,ENSG00000186635,,,rs1552224-A,rs1552224,0,1552224.0,5_prime_UTR_variant,0,NR,9e-09,8.045757490560675,(men),1.12,[1.08-1.16],"Affymetrix, Illumina [up to 2500000] (imputed)",N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST005047,Genome-wide genotyping array
2017-12-11,22885922,Morris AP,2012-09-01,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/22885922,Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.,Type 2 diabetes,"6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls","12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls",2q36.3,2,226228869.0,IRS1,AC062015.1 - MIR5702,ENSG00000235070,ENSG00000263363,,43498.0,429841.0,rs2943640-C,rs2943640,0,2943640.0,intergenic_variant,1,NR,3e-08,7.522878745280337,(men),1.09,[1.06-1.12],"Affymetrix, Illumina [up to 2500000] (imputed)",N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST005047,Genome-wide genotyping array
2017-12-11,22885922,Morris AP,2012-09-01,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/22885922,Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.,Type 2 diabetes,"6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls","12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls",12p11.22,12,27812217.0,KLHDC5,RN7SKP15 - RF02271,ENSG00000201612,ENSG00000277413,,5827.0,11990.0,rs10842994-C,rs10842994,0,10842994.0,intergenic_variant,1,NR,3e-08,7.522878745280337,(men),1.11,[1.07-1.15],"Affymetrix, Illumina [up to 2500000] (imputed)",N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST005047,Genome-wide genotyping array
2017-12-11,22885922,Morris AP,2012-09-01,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/22885922,Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.,Type 2 diabetes,"6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls","12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls",8q24.11,8,117172786.0,SLC30A8,SLC30A8,,,ENSG00000164756,,,rs3802177-G,rs3802177,0,3802177.0,3_prime_UTR_variant,0,0.662967097343608,1.0000000000000001e-21,21.0,,1.14,[1.11-1.17],"Affymetrix, Illumina [up to 2500000] (imputed)",N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST005047,Genome-wide genotyping array
